,term,N,N_ordered,N_not_ordered,N_made,N_not_made,N_assayed,N_not_assayed,N_crystallised,N_not_crystallised,freq_ordered (of total),freq_made (of total),freq_assayed (of total),freq_crystallised (of total),freq_made (of ordered),freq_assayed (of made),freq_crystallised (of made),fisher_p_ordered,χ2_p_ordered,fisher_p_made,χ2_p_made,fisher_p_assayed,χ2_p_assayed,fisher_p_crystallised,χ2_p_crystallised,log2_freq_ordered (of total),log2_freq_made (of total),log2_freq_assayed (of total),log2_freq_crystallised (of total),log2_freq_made (of ordered),log2_freq_assayed (of made),log2_freq_crystallised (of made)
80,non,4039,95.0,3944.0,61.0,3978.0,61.0,3978.0,3.0,4036.0,0.0235,0.0151,0.0151,0.0007,0.6421,1.0,0.0492,1.3183620899651211e-83,0.0,5.38331431287006e-69,0.0,5.160060335284727e-67,0.0,4.2527184864385135e-22,0.0,-2.372596506148729,-2.5737725661893682,-2.5462301062324415,-4.59352451422458,-0.20160455428203877,0.027674958442848226,-1.9385994553358568
3706,pharma,3206,72.0,3134.0,59.0,3147.0,59.0,3147.0,4.0,3202.0,0.0225,0.0184,0.0184,0.0012,0.8194,1.0,0.0678,9.301908647066078e-71,0.0,5.181937314015204e-50,0.0,1.674897567631695e-48,0.0,3.1513970772144547e-16,0.0,-2.4353322614966912,-2.288615349457434,-2.261072889500508,-3.8159169355610283,0.15016533983452698,0.027674958442848226,-1.4759724975387525
4121,pharm,3210,72.0,3138.0,59.0,3151.0,59.0,3151.0,4.0,3206.0,0.0224,0.0184,0.0184,0.0012,0.8194,1.0,0.0678,5.9326979244391405e-71,0.0,3.430718381195341e-50,0.0,1.1300427491510737e-48,0.0,1.9022865986173507e-16,0.0,-2.441758530656124,-2.288615349457434,-2.261072889500508,-3.8159169355610283,0.15016533983452698,0.027674958442848226,-1.4759724975387525
148,pharmacophore,3120,70.0,3050.0,57.0,3063.0,57.0,3063.0,4.0,3116.0,0.0224,0.0183,0.0183,0.0013,0.8143,1.0,0.0702,3.4221637212364083e-69,0.0,3.483139684031384e-49,0.0,1.1325584775588886e-47,0.0,8.020385229445391e-16,0.0,-2.441758530656124,-2.296477467230405,-2.268935007273478,-3.700439718141092,0.1411578493407456,0.027674958442848226,-1.4257867403705358
914,amines,1333,29.0,1304.0,8.0,1325.0,8.0,1325.0,1.0,1332.0,0.0218,0.006,0.006,0.0008,0.2759,1.0,0.125,3.81210422107262e-33,0.0,1.0507795691112314e-36,0.0,9.122077374294408e-36,0.0,1.676664914156415e-08,0.0,-2.4809291279368018,-3.9052867099059285,-3.877744249949002,-4.400879436282184,-1.4202570962925012,0.027674958442848226,-0.5934015811256471
4259,substructure,1056,23.0,1033.0,21.0,1035.0,21.0,1035.0,0.0,1056.0,0.0218,0.0199,0.0199,0.0,0.913,1.0,0.0,1.0917107258639771e-26,0.0,7.938624932295985e-18,0.0,2.267704125594643e-17,0.0,7.901805529447401e-08,0.0,-2.4809291279368018,-2.1755526849707985,-2.1480102250138717,-inf,0.30621230722581033,0.027674958442848226,-inf
176,docked,3601,78.0,3523.0,43.0,3558.0,42.0,3559.0,17.0,3584.0,0.0217,0.0119,0.0117,0.0047,0.5513,0.9767,0.3953,5.838181362013835e-80,0.0,9.555464286149842e-71,0.0,1.292679042727973e-69,0.0,2.1175209600846963e-09,0.0,-2.487562220269249,-2.9173595422065035,-2.914270125974116,-1.8462905846045468,-0.42156495155466267,-0.006337639732420097,1.0676182791445172
179,function,3546,76.0,3470.0,57.0,3489.0,57.0,3489.0,8.0,3538.0,0.0214,0.0161,0.0161,0.0023,0.75,1.0,0.1404,1.7362285278147965e-79,0.0,1.3751409747641555e-59,0.0,7.775731694466549e-58,0.0,1.3249240542497917e-14,0.0,-2.5076464663125817,-2.4812604273998304,-2.4537179674429037,-2.8773174802251713,0.02248804262483142,0.027674958442848226,-0.4257867403705358
129,non-covalent,3712,71.0,3641.0,46.0,3666.0,46.0,3666.0,2.0,3710.0,0.0191,0.0124,0.0124,0.0005,0.6479,1.0,0.0435,3.0169341019990545e-88,0.0,2.965861661892478e-71,0.0,1.997017371555281e-69,0.0,1.6794086051549877e-21,0.0,-2.67168462467798,-2.8579809951275723,-2.8304385351706456,-5.078951341394822,-0.1886313951780161,0.027674958442848226,-2.116242369939006
1635,commercial,1341,23.0,1318.0,15.0,1326.0,15.0,1326.0,2.0,1339.0,0.0172,0.0112,0.0112,0.0015,0.6522,1.0,0.1333,7.600911587583746e-38,0.0,2.8800184652183613e-30,0.0,1.3988653379200423e-29,0.0,1.6861536952142898e-07,0.0,-2.8228486980116303,-3.004822383456843,-2.9772799234999168,-3.4939888406736657,-0.17908811189730872,0.027674958442848226,-0.5006528955861234
266,lipophilic,2611,44.0,2567.0,32.0,2579.0,32.0,2579.0,0.0,2611.0,0.0169,0.0123,0.0123,0.0,0.7273,1.0,0.0,2.322109055499143e-69,0.0,5.66203059970349e-53,0.0,1.5088484133791508e-51,0.0,5.150550431834107e-18,0.0,-2.8482340164315443,-2.8696628001752074,-2.8421203402182806,-inf,-0.021851976683958343,0.027674958442848226,-inf
147,due,4023,63.0,3960.0,49.0,3974.0,48.0,3975.0,12.0,4011.0,0.0157,0.0122,0.0119,0.003,0.7778,0.9796,0.2449,1.3233274391424741e-104,0.0,5.377496045296166e-77,0.0,1.1754527693980955e-75,0.0,3.7538018847522534e-14,0.0,-2.9544927038221016,-2.881439967951561,-2.889817082249577,-2.4939888406736657,0.07499668178843441,-0.002060362542622927,0.3768630978888817
269,residue,3954,50.0,3904.0,39.0,3915.0,38.0,3916.0,9.0,3945.0,0.0126,0.0099,0.0096,0.0023,0.78,0.9744,0.2308,1.156467640832464e-112,0.0,3.3717505757603836e-83,0.0,7.019833741864918e-82,0.0,5.981056311344646e-16,0.0,-3.271833529213812,-3.1828206854348373,-3.1996723448363644,-2.8773174802251713,0.07907157099119902,-0.009739003200268525,0.2913135479703859
919,3-amino,1151,14.0,1137.0,13.0,1138.0,13.0,1138.0,0.0,1151.0,0.0122,0.0113,0.0113,0.0,0.9286,1.0,0.0,1.1059142953203072e-37,0.0,2.4951139840573385e-26,0.0,1.2081418616205744e-25,0.0,1.3798725433382169e-08,0.0,-3.318376115150842,-2.99199834309926,-2.964455883142333,-inf,0.33065472792088757,0.027674958442848226,-inf
182,interactions,3894,46.0,3848.0,33.0,3861.0,32.0,3862.0,15.0,3879.0,0.0118,0.0085,0.0082,0.0039,0.7174,0.9697,0.4545,6.01785052483345e-114,0.0,9.889548828593713e-87,0.0,1.2960671343690264e-85,0.0,8.191835939016878e-12,0.0,-3.366470403351887,-3.4027863693767455,-3.4270828409394367,-2.115477217419936,-0.04162480768824942,-0.016714652500646764,1.268950618406373
929,residues,3421,37.0,3384.0,37.0,3384.0,36.0,3385.0,9.0,3412.0,0.0108,0.0108,0.0105,0.0026,1.0,0.973,0.2432,6.317199446507539e-105,0.0,7.923368516779944e-71,0.0,1.0248754991724719e-69,0.0,2.4877971274352125e-13,0.0,-3.49422595055026,-3.0572898033509786,-3.070389327891398,-2.700439718141092,0.4375255419036754,-0.011813331438127201,0.36681355276848904
2993,construct,1164,11.0,1153.0,4.0,1160.0,4.0,1160.0,0.0,1164.0,0.0095,0.0034,0.0034,0.0,0.3636,1.0,0.0,5.272704414673565e-41,0.0,6.987377135357262e-36,0.0,3.9425023292187724e-35,0.0,1.4299725912673037e-08,0.0,-3.679257844382781,-4.724714464264108,-4.697172004307181,-inf,-1.0220503534516672,0.027674958442848226,-inf
262,hydrogen,3158,30.0,3128.0,22.0,3136.0,22.0,3136.0,4.0,3154.0,0.0095,0.007,0.007,0.0013,0.7333,1.0,0.1818,5.930183272617887e-102,0.0,7.54217424362055e-77,0.0,4.0081887246310026e-75,0.0,4.953608992716746e-16,0.0,-3.679257844382781,-3.682894288569481,-3.655351828612554,-3.700439718141092,-0.009999013605291847,0.027674958442848226,-0.05297747648098947
1331,scored,3037,29.0,3008.0,20.0,3017.0,20.0,3017.0,1.0,3036.0,0.0095,0.0066,0.0066,0.0003,0.6897,1.0,0.05,3.722530023046485e-98,0.0,1.9192334314580083e-75,0.0,1.0548730651294881e-73,0.0,5.758397134482032e-19,0.0,-3.679257844382781,-3.767783186155994,-3.740240726199067,-5.815916935561028,-0.09843358620643804,0.027674958442848226,-1.9153296760130094
785,commercially,1322,12.0,1310.0,5.0,1317.0,5.0,1317.0,2.0,1320.0,0.0091,0.0038,0.0038,0.0015,0.4167,1.0,0.4,8.485430169865982e-47,0.0,1.0625057716863956e-39,0.0,5.6063696317978106e-39,0.0,2.5434349929091365e-07,0.0,-3.7413188125150323,-4.564249792070862,-4.536707332113935,-3.4939888406736657,-0.8253934529432253,0.027674958442848226,1.0846703239869906
1719,lipophilicity,2557,22.0,2535.0,20.0,2537.0,20.0,2537.0,0.0,2557.0,0.0086,0.0078,0.0078,0.0,0.9091,1.0,0.0,1.1306790768809192e-86,0.0,1.0622613697168781e-61,0.0,3.394052763839291e-60,0.0,1.4367492508440203e-17,0.0,-3.8228486980116303,-3.526775086652199,-3.4992326266952722,-inf,0.30003644503201493,0.027674958442848226,-inf
970,served,3256,27.0,3229.0,20.0,3236.0,20.0,3236.0,0.0,3256.0,0.0083,0.0061,0.0061,0.0,0.7407,1.0,0.0,1.5995349427561743e-108,0.0,1.2854378407216944e-81,0.0,6.908055350950884e-80,0.0,7.75580372290497e-22,0.0,-3.8740740213668037,-3.881439967951561,-3.8538975079946343,-inf,0.004486784218164027,0.027674958442848226,-inf
136,centre,2966,23.0,2943.0,20.0,2946.0,20.0,2946.0,0.0,2966.0,0.0078,0.0067,0.0067,0.0,0.8696,1.0,0.0,1.1060532389027141e-101,0.0,1.5144235818213385e-73,0.0,8.071184947864878e-72,0.0,3.17129150576348e-20,0.0,-3.96371123385148,-3.7460881150566747,-3.718545655099748,-inf,0.235949387381535,0.027674958442848226,-inf
183,observed,3035,21.0,3014.0,18.0,3017.0,18.0,3017.0,0.0,3035.0,0.0069,0.0059,0.0059,0.0,0.8571,1.0,0.0,1.3407995849128255e-106,0.0,1.848494835651084e-77,0.0,1.0447028574773895e-75,0.0,1.945155625136725e-20,0.0,-4.140588995935559,-3.929534256152606,-3.9019917961956794,-inf,0.21506098401175403,0.027674958442848226,-inf
2811,c1c,1231,8.0,1223.0,7.0,1224.0,7.0,1224.0,2.0,1229.0,0.0065,0.0057,0.0057,0.0016,0.875,1.0,0.2857,2.8742486989860433e-47,0.0,1.8023499510479388e-34,0.0,9.663131124386191e-34,0.0,8.383306357679636e-07,0.0,-4.226745639685274,-3.9792872913497055,-3.9517448313927788,-3.4008794362821844,0.2448804639612793,0.027674958442848226,0.5991713602612755
160,bridge,983,6.0,977.0,6.0,977.0,6.0,977.0,0.0,983.0,0.0061,0.0061,0.0061,0.0,1.0,1.0,0.0,8.924524925571047e-39,0.0,1.3832294511516062e-27,0.0,7.790392908228582e-27,0.0,1.767200687675229e-07,0.0,-4.318376115150842,-3.881439967951561,-3.8538975079946343,-inf,0.4375255419036754,0.027674958442848226,-inf
1019,complex,871,5.0,866.0,0.0,871.0,0.0,871.0,0.0,871.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,5.752587880212182e-35,0.0,4.194523158283871e-32,0.0,1.576309154540663e-31,0.0,1.4998072110154895e-06,0.0,-4.416223438548987,-inf,-inf,-inf,-inf,-inf,-inf
83,cysteine,1384,7.0,1377.0,4.0,1380.0,4.0,1380.0,0.0,1384.0,0.0051,0.0029,0.0029,0.0,0.5714,1.0,0.0,4.2332667139413396e-55,0.0,2.9995407194529356e-43,0.0,2.689102422246064e-42,0.0,4.380463986869118e-10,0.0,-4.576688110742233,-4.954196310386875,-4.926653850429949,-inf,-0.36990151670940224,0.027674958442848226,-inf
2613,gly,3060,13.0,3047.0,10.0,3050.0,10.0,3050.0,0.0,3060.0,0.0042,0.0033,0.0033,0.0,0.7692,1.0,0.0,2.7407304231168115e-117,0.0,1.3525137758020866e-87,0.0,8.498856189852003e-86,0.0,1.0969857655615714e-20,0.0,-4.856796029934968,-4.767783186155994,-4.740240726199067,-inf,0.058956209694122984,0.027674958442848226,-inf
479,primary,1338,5.0,1333.0,5.0,1333.0,5.0,1333.0,0.0,1338.0,0.0037,0.0037,0.0037,0.0,1.0,1.0,0.0,1.0957059533856708e-55,0.0,2.775164400899611e-40,0.0,1.5075591977542772e-39,0.0,1.114395703360921e-09,0.0,-5.039660087084778,-4.6027239398854976,-4.57518147992857,-inf,0.4375255419036754,0.027674958442848226,-inf
926,software,4270,13.0,4257.0,8.0,4262.0,7.0,4263.0,11.0,4259.0,0.003,0.0019,0.0016,0.0026,0.6154,0.875,1.375,3.3956148840017495e-164,0.0,1.0088657539224304e-125,0.0,1.0230633470332464e-124,0.0,5.073439686534558e-16,0.0,-5.3422228571052095,-5.564249792070862,-5.7846348455575205,-2.700439718141092,-0.2628781093122295,-0.16497011949954762,2.86603003751165
1300,mers,3018,6.0,3012.0,1.0,3017.0,1.0,3017.0,0.0,3018.0,0.002,0.0003,0.0003,0.0,0.1667,1.0,0.0,1.1083211514817116e-125,0.0,1.1287687697014755e-100,0.0,8.022238226960348e-99,0.0,1.844120652222471e-20,0.0,-5.927185357826366,-8.227214804793292,-8.199672344836365,-inf,-2.1471484486593573,0.027674958442848226,-inf
2244,enhance,3039,6.0,3033.0,6.0,3033.0,5.0,3034.0,9.0,3030.0,0.002,0.002,0.0016,0.003,1.0,0.8333,1.5,1.3382410065476832e-126,0.0,1.1971684277029077e-92,0.0,2.7665146940621822e-92,0.0,1.9492289212055823e-11,0.0,-5.927185357826366,-5.490249210627085,-5.7846348455575205,-2.4939888406736657,0.4375255419036754,-0.23541715634676783,2.991560919595509
2112,nc1,1209,2.0,1207.0,2.0,1207.0,2.0,1207.0,0.0,1209.0,0.0017,0.0017,0.0017,0.0,1.0,1.0,0.0,1.1530993966483765e-54,0.0,3.5480048940175347e-40,0.0,2.0320129026170456e-39,0.0,5.859008303922051e-09,0.0,-6.161650611463389,-5.724714464264108,-5.697172004307181,-inf,0.4375255419036754,0.027674958442848226,-inf
1763,enhanced,3022,5.0,3017.0,5.0,3017.0,4.0,3018.0,9.0,3013.0,0.0017,0.0017,0.0013,0.003,1.0,0.8,1.8,1.8330341493170186e-127,0.0,1.1398383305494613e-93,0.0,2.438511455925206e-93,0.0,2.949814234600148e-11,0.0,-6.161650611463389,-5.724714464264108,-6.084195127416429,-2.4939888406736657,0.4375255419036754,-0.2942531364445139,3.2545953254293027
2099,calculated,2526,3.0,2523.0,1.0,2525.0,1.0,2525.0,0.0,2526.0,0.0012,0.0004,0.0004,0.0,0.3333,1.0,0.0,2.2609287139264973e-110,0.0,3.205060528252456e-85,0.0,7.818847873087626e-84,0.0,2.4050966616213732e-17,0.0,-6.664150951992572,-7.812177305514447,-7.7846348455575205,-inf,-1.147581235535526,0.027674958442848226,-inf
3866,treweren,4207,5.0,4202.0,5.0,4202.0,4.0,4203.0,9.0,4198.0,0.0012,0.0012,0.001,0.0021,1.0,0.8,1.8,1.3842994114460484e-174,0.0,1.0874388154096662e-128,0.0,8.909682136038284e-128,0.0,3.2292996071048795e-17,0.0,-6.664150951992572,-6.227214804793292,-6.462706750670158,-3.008562013503424,0.4375255419036754,-0.2942531364445139,3.2545953254293027
1960,proteases,1274,1.0,1273.0,1.0,1273.0,1.0,1273.0,0.0,1274.0,0.0008,0.0008,0.0008,0.0,1.0,1.0,0.0,2.18530419516683e-59,0.0,3.5547655382426365e-44,0.0,2.116310994620731e-43,0.0,2.538007391311299e-09,0.0,-7.249113452713728,-6.812177305514447,-6.7846348455575205,-inf,0.4375255419036754,0.027674958442848226,-inf
5432,1cnc,1252,1.0,1251.0,1.0,1251.0,1.0,1251.0,0.0,1252.0,0.0008,0.0008,0.0008,0.0,1.0,1.0,0.0,2.109182159099887e-58,0.0,2.1172634929744045e-43,0.0,1.2430967900710633e-42,0.0,4.051161124143996e-09,0.0,-7.249113452713728,-6.812177305514447,-6.7846348455575205,-inf,0.4375255419036754,0.027674958442848226,-inf
5405,c1cn,1203,1.0,1202.0,1.0,1202.0,1.0,1202.0,0.0,1203.0,0.0008,0.0008,0.0008,0.0,1.0,1.0,0.0,4.911225762148132e-56,0.0,1.1845508968633098e-41,0.0,6.89981226641614e-41,0.0,5.8541178679476705e-09,0.0,-7.249113452713728,-6.812177305514447,-6.7846348455575205,-inf,0.4375255419036754,0.027674958442848226,-inf
5373,1cn,1252,1.0,1251.0,1.0,1251.0,1.0,1251.0,0.0,1252.0,0.0008,0.0008,0.0008,0.0,1.0,1.0,0.0,2.109182159099887e-58,0.0,2.1172634929744045e-43,0.0,1.2430967900710633e-42,0.0,4.051161124143996e-09,0.0,-7.249113452713728,-6.812177305514447,-6.7846348455575205,-inf,0.4375255419036754,0.027674958442848226,-inf
2116,cnc,1260,1.0,1259.0,1.0,1259.0,1.0,1259.0,0.0,1260.0,0.0008,0.0008,0.0008,0.0,1.0,1.0,0.0,8.610826986076488e-59,0.0,1.4377060217457742e-43,0.0,8.157175645788293e-43,0.0,2.466139695403855e-09,0.0,-7.249113452713728,-6.812177305514447,-6.7846348455575205,-inf,0.4375255419036754,0.027674958442848226,-inf
702,interacting,3027,2.0,3025.0,1.0,3026.0,1.0,3026.0,1.0,3026.0,0.0007,0.0003,0.0003,0.0003,0.5,1.0,1.0,3.217515291097869e-133,0.0,6.944811357672398e-101,0.0,4.882335758582838e-99,0.0,5.869129375599185e-19,0.0,-7.4417585306561245,-8.227214804793292,-8.199672344836365,-5.815916935561028,-0.5624744580963246,0.027674958442848226,2.4065984188743528
3997,5rf7,1704,0.0,1704.0,0.0,1704.0,0.0,1704.0,0.0,1704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.901337313344863e-81,0.0,8.815561969460439e-61,0.0,1.3947387334721046e-59,0.0,3.2117430857228715e-12,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3874,tautomers,2912,0.0,2912.0,0.0,2912.0,0.0,2912.0,0.0,2912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.041834883917088e-133,0.0,1.1625810327423346e-99,0.0,4.887331200893713e-98,0.0,8.869346432510909e-20,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3867,5rf3,1914,0.0,1914.0,0.0,1914.0,0.0,1914.0,0.0,1914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.633700909855208e-90,0.0,9.321573327009033e-68,0.0,1.4628589994899715e-66,0.0,1.2850043602724032e-13,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3868,requiring,2913,0.0,2913.0,0.0,2913.0,0.0,2913.0,0.0,2913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.892977804110869e-133,0.0,6.799425941806379e-100,0.0,4.80701438171647e-98,0.0,8.89329667154517e-20,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3872,explicit,2912,0.0,2912.0,0.0,2912.0,0.0,2912.0,0.0,2912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.041834883917088e-133,0.0,1.1625810327423346e-99,0.0,4.887331200893713e-98,0.0,8.869346432510909e-20,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3873,hydrogens,2912,0.0,2912.0,0.0,2912.0,0.0,2912.0,0.0,2912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.041834883917088e-133,0.0,1.1625810327423346e-99,0.0,4.887331200893713e-98,0.0,8.869346432510909e-20,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
4482,6wnp,1094,0.0,1094.0,0.0,1094.0,0.0,1094.0,0.0,1094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.007273906670782e-53,0.0,7.257650674643214e-40,0.0,4.539050257744175e-39,0.0,3.2412396897460266e-08,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
177,chemscore,2913,0.0,2913.0,0.0,2913.0,0.0,2913.0,0.0,2913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.892977804110869e-133,0.0,6.799425941806379e-100,0.0,4.80701438171647e-98,0.0,8.89329667154517e-20,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
4260,partitioned,2497,0.0,2497.0,0.0,2497.0,0.0,2497.0,0.0,2497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0607642424316596e-115,0.0,1.019999864887692e-86,0.0,4.349775695639465e-85,0.0,2.3401704262886574e-17,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
4042,c1cncnc1,1100,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76835728445183e-53,0.0,4.737600438873551e-40,0.0,1.7404898388069356e-39,0.0,3.252819126153024e-08,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
3888,chembridge,949,0.0,949.0,0.0,949.0,0.0,949.0,0.0,949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410007016105266e-46,0.0,6.266751719545414e-35,0.0,3.8272743144165984e-34,0.0,4.2619634842953806e-07,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
4258,3-amino-pyridine,997,0.0,997.0,0.0,997.0,0.0,997.0,0.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1483008381078287e-48,0.0,2.0637842671031818e-36,0.0,7.304485988793444e-36,0.0,1.7936848651974713e-07,0.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf
