,term,N,N_ordered,N_not_ordered,freq_ordered (of total),N_made,N_not_made,freq_made (of total),freq_made (of ordered),N_crystallised,N_not_crystallised,freq_crystallised (of total),freq_crystallised (of made),N_assayed,N_not_assayed,freq_assayed (of total),freq_assayed (of made)
4575,atrial,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4576,fibrillation,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4577,arrythmia,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4578,digitoxin,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4579,anti-arrythmic,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4580,proportion,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4581,admitted,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4582,hospitals,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4583,swag,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
4584,benztriazole,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
4585,embedded,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
4586,4-dianiline,20,6,14,0.3,5,15,0.25,0.8333,20,0,1.0,4.0,5,15,0.25,1.0
4587,somewhat,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
4588,risky,9,1,8,0.1111,1,8,0.1111,1.0,9,0,1.0,9.0,1,8,0.1111,1.0
4589,aminopyridyls,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
4590,gtoup,8,0,8,0.0,0,8,0.0,0.0,8,0,1.0,0.0,0,8,0.0,0.0
4591,propellane,1,1,0,1.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4592,prioritization,16,1,15,0.0625,0,16,0.0,0.0,16,0,1.0,0.0,0,16,0.0,0.0
4593,bbwent,1,1,0,1.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4594,shorter,14,2,12,0.1429,2,12,0.1429,1.0,14,0,1.0,7.0,2,12,0.1429,1.0
4595,vla-ucb-1dbca3b4-15,103,27,76,0.2621,25,78,0.2427,0.9259,103,0,1.0,4.12,25,78,0.2427,1.0
4596,confirmatory,5,5,0,1.0,5,0,1.0,1.0,5,0,1.0,1.0,5,0,1.0,1.0
4597,stories,4,4,0,1.0,4,0,1.0,1.0,4,0,1.0,1.0,4,0,1.0,1.0
4598,mat-pos-590ac91e-16,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4599,mpro-x10942,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4600,guidance,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4601,vla-ucb-1dbca3b4-14,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4602,mik-new-7f99bfc4-1,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4603,bar-com-ace1b61b-3,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4604,bar-com-ace1b61b-2,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4605,bar-com-ace1b61b-1,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4606,jan-ghe-299e5c7e-4,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4607,mat-pos-e478a234-1,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4608,ral-tha-f8a0f917-3,15,7,8,0.4667,7,8,0.4667,1.0,15,0,1.0,2.1429,7,8,0.4667,1.0
4609,ral-tha-f8a0f917-2,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4610,ral-tha-f8a0f917-1,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4611,edg-med-4b32601a-1,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4612,edg-med-fe7487f8-2,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4613,nau-lat-8502cac5-3,13,7,6,0.5385,7,6,0.5385,1.0,13,0,1.0,1.8571,7,6,0.5385,1.0
4614,db06803,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,0,1,0.0,0.0
4615,3-aminoquinoline,12,2,10,0.1667,2,10,0.1667,1.0,12,0,1.0,6.0,2,10,0.1667,1.0
4616,methylsulfonyl,14,2,12,0.1429,2,12,0.1429,1.0,14,0,1.0,7.0,2,12,0.1429,1.0
4617,concave,6,2,4,0.3333,2,4,0.3333,1.0,6,0,1.0,3.0,2,4,0.3333,1.0
4618,aar-pos-d2a4d1df-2,42,12,30,0.2857,12,30,0.2857,1.0,42,0,1.0,3.5,12,30,0.2857,1.0
4619,pyrroldine,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4620,lor-nor-30067bb9-18,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4621,edj-med-e4b030d8-8,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,1,2,0.3333,1.0
4622,try-uni-714a760b-3,6,5,1,0.8333,4,2,0.6667,0.8,6,0,1.0,1.5,4,2,0.6667,1.0
4623,edj-med-a364e151-1,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4624,aar-pos-8a4e0f60-7,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4625,edj-med-e4b030d8-12,2,2,0,1.0,2,0,1.0,1.0,2,0,1.0,1.0,2,0,1.0,1.0
4626,edj-med-e4b030d8-13,32,3,29,0.0938,2,30,0.0625,0.6667,32,0,1.0,16.0,2,30,0.0625,1.0
4627,strictures,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4628,cystallographic,5,1,4,0.2,1,4,0.2,1.0,5,0,1.0,5.0,1,4,0.2,1.0
4629,regioisomer,12,11,1,0.9167,11,1,0.9167,1.0,12,0,1.0,1.0909,11,1,0.9167,1.0
4630,mat-pos-afd4d4fd-2,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4631,solvent-exposed,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4632,aza-substitution,32,3,29,0.0938,2,30,0.0625,0.6667,32,0,1.0,16.0,2,30,0.0625,1.0
4633,edj-med-c314995a-1,9,2,7,0.2222,2,7,0.2222,1.0,9,0,1.0,4.5,2,7,0.2222,1.0
4634,cho-msk-6e55470f-24,2,2,0,1.0,2,0,1.0,1.0,2,0,1.0,1.0,2,0,1.0,1.0
4635,alp-pos-ddb41b15-4,5,0,5,0.0,0,5,0.0,0.0,5,0,1.0,0.0,0,5,0.0,0.0
4636,edj-med-6af13d92-3,14,5,9,0.3571,4,10,0.2857,0.8,14,0,1.0,3.5,4,10,0.2857,1.0
4637,lsd,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4638,everything,25,0,25,0.0,0,25,0.0,0.0,25,0,1.0,0.0,0,25,0.0,0.0
4639,edj-med-e4b030d8-11,28,7,21,0.25,7,21,0.25,1.0,28,0,1.0,4.0,7,21,0.25,1.0
4640,edj-med-e4b030d8-2,7,5,2,0.7143,5,2,0.7143,1.0,7,0,1.0,1.4,5,2,0.7143,1.0
4641,edj-med-e4b030d8-3,7,5,2,0.7143,5,2,0.7143,1.0,7,0,1.0,1.4,5,2,0.7143,1.0
4642,mpro-10789,3,1,2,0.3333,1,2,0.3333,1.0,3,0,1.0,3.0,1,2,0.3333,1.0
4643,prefer,145,34,111,0.2345,22,123,0.1517,0.6471,145,0,1.0,6.5909,22,123,0.1517,1.0
4644,metabolically,36,9,27,0.25,9,27,0.25,1.0,36,0,1.0,4.0,7,29,0.1944,0.7778
4645,calcifediol,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4646,isomeric,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4647,diaxial,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4648,stereochem,78,55,23,0.7051,54,24,0.6923,0.9818,78,0,1.0,1.4444,53,25,0.6795,0.9815
4649,absolute,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4650,azetidine,13,1,12,0.0769,0,13,0.0,0.0,13,0,1.0,0.0,0,13,0.0,0.0
4651,alp-pos-3b848b35-2,25,2,23,0.08,1,24,0.04,0.5,25,0,1.0,25.0,1,24,0.04,1.0
4652,neutral,40,3,37,0.075,2,38,0.05,0.6667,40,0,1.0,20.0,2,38,0.05,1.0
4653,alp-pos-a3de0cd1-4,2,2,0,1.0,1,1,0.5,0.5,2,0,1.0,2.0,1,1,0.5,1.0
4654,proving,53,4,49,0.0755,3,50,0.0566,0.75,53,0,1.0,17.6667,3,50,0.0566,1.0
4655,anti-coronavirus,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4656,microbiology,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4657,parasitology,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4658,hygiene,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4659,lmph,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4660,antwerp,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4661,belgium,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4662,intracellular,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4663,amastigotes,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4664,infantum,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4665,cruzi,57,0,57,0.0,0,57,0.0,0.0,57,0,1.0,0.0,0,57,0.0,0.0
4666,chloroquine-resistant,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4667,falciparum,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4668,trypomastigotes,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4669,brucei,56,0,56,0.0,0,56,0.0,0.0,56,0,1.0,0.0,0,56,0.0,0.0
4670,chlorophenol,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
4671,vla,233,49,184,0.2103,33,200,0.1416,0.6735,233,0,1.0,7.0606,33,200,0.1416,1.0
4672,vla-ucb-05e51b3f-15,30,0,30,0.0,0,30,0.0,0.0,30,0,1.0,0.0,0,30,0.0,0.0
4673,try-uni-2eddb1ff,109,29,80,0.2661,21,88,0.1927,0.7241,109,0,1.0,5.1905,20,89,0.1835,0.9524
4674,ral-med-2de63afb-2,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4675,fra-dia-b66f7109,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
4676,betalactam,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
4677,leaving,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
4678,g166,5,1,4,0.2,1,4,0.2,1.0,5,0,1.0,5.0,1,4,0.2,1.0
4679,mar-ucb-f313ec4d-1,5,1,4,0.2,1,4,0.2,1.0,5,0,1.0,5.0,1,4,0.2,1.0
4680,slack,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
4681,ditto,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
4682,front-runner,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4683,reverse-amide-quinolone,5,1,4,0.2,1,4,0.2,1.0,5,0,1.0,5.0,1,4,0.2,1.0
4684,fra-dia-0fa076fe-3,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4685,accomodate,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4686,quinuclidine,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4687,azaadamantane,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4688,mic-unk-13557a72,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4689,c-linked,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4690,crystallographically-observed,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4691,ionized,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4692,counter,92,11,81,0.1196,9,83,0.0978,0.8182,92,0,1.0,10.2222,7,85,0.0761,0.7778
4693,pet-unk-c5865d42-2,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
4694,fluorinated,11,0,11,0.0,0,11,0.0,0.0,11,0,1.0,0.0,0,11,0.0,0.0
4695,ben-dnd-93268d01,52,7,45,0.1346,7,45,0.1346,1.0,52,0,1.0,7.4286,7,45,0.1346,1.0
4696,pwkenny,59,1,58,0.0169,1,58,0.0169,1.0,59,0,1.0,59.0,1,58,0.0169,1.0
4697,joe,37,1,36,0.027,1,36,0.027,1.0,37,0,1.0,37.0,1,36,0.027,1.0
4698,moduéating,4,0,4,0.0,0,4,0.0,0.0,4,0,1.0,0.0,0,4,0.0,0.0
4699,en300-255824,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4700,en300-157847,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4701,en300-171971,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4702,en300-68582,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4703,en300-54133,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4704,en300-02352,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4705,en300-2008069,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4706,en300-119787,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4707,en300-100294,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4708,en300-190454,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4709,en300-219377,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4710,en300-185691,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4711,en300-28544,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4712,en300-76965,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4713,en300-1709231,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4714,en300-116159,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4715,en300-228971,19,19,0,1.0,15,4,0.7895,0.7895,19,0,1.0,1.2667,13,6,0.6842,0.8667
4716,annulation,10,0,10,0.0,0,10,0.0,0.0,10,0,1.0,0.0,0,10,0.0,0.0
4717,vla-ucb-50c39ae8-3,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4718,g143,10,0,10,0.0,0,10,0.0,0.0,10,0,1.0,0.0,0,10,0.0,0.0
4719,prototype,24,1,23,0.0417,1,23,0.0417,1.0,24,0,1.0,24.0,1,23,0.0417,1.0
4720,accompanies,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4721,hydantoin,12,1,11,0.0833,1,11,0.0833,1.0,12,0,1.0,12.0,1,11,0.0833,1.0
4722,detail,675,37,638,0.0548,13,662,0.0193,0.3514,675,0,1.0,51.9231,9,666,0.0133,0.6923
4723,bicycloaromatic,17,17,0,1.0,14,3,0.8235,0.8235,17,0,1.0,1.2143,14,3,0.8235,1.0
4724,heer,18,17,1,0.9444,14,4,0.7778,0.8235,18,0,1.0,1.2857,14,4,0.7778,1.0
4725,jag-ucb-52b62a6f,19,18,1,0.9474,15,4,0.7895,0.8333,19,0,1.0,1.2667,15,4,0.7895,1.0
4726,ral-tha-6b94ceba,16,4,12,0.25,4,12,0.25,1.0,16,0,1.0,4.0,4,12,0.25,1.0
4727,pet-unk-8df914d1-2,33,10,23,0.303,9,24,0.2727,0.9,33,0,1.0,3.6667,9,24,0.2727,1.0
4728,scenario,21,1,20,0.0476,1,20,0.0476,1.0,21,0,1.0,21.0,1,20,0.0476,1.0
4729,repulsion,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4730,axis,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4731,fra-dia-0fa076fe-1,1,1,0,1.0,1,0,1.0,1.0,1,0,1.0,1.0,1,0,1.0,1.0
4732,separation,7,7,0,1.0,7,0,1.0,1.0,7,0,1.0,1.0,7,0,1.0,1.0
4733,aiddt,10,0,10,0.0,0,10,0.0,0.0,10,0,1.0,0.0,0,10,0.0,0.0
4734,how-it-works,10,0,10,0.0,0,10,0.0,0.0,10,0,1.0,0.0,0,10,0.0,0.0
4735,bacterium,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4736,dehydroamino,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4737,swiss,64,0,64,0.0,0,64,0.0,0.0,64,0,1.0,0.0,0,64,0.0,0.0
4738,website,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4739,3-cyano,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4740,t-buthyl,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4741,32um,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4742,cleavage,34,4,30,0.1176,0,34,0.0,0.0,34,0,1.0,0.0,0,34,0.0,0.0
4743,fluorogenic,3,0,3,0.0,0,3,0.0,0.0,3,0,1.0,0.0,0,3,0.0,0.0
4744,removal,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4745,t-butyl,18,0,18,0.0,0,18,0.0,0.0,18,0,1.0,0.0,0,18,0.0,0.0
4746,plenty,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4747,raw,277,14,263,0.0505,11,266,0.0397,0.7857,277,0,1.0,25.1818,9,268,0.0325,0.8182
4748,quinolone-like,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4749,tho,1585,212,1373,0.1338,150,1435,0.0946,0.7075,1585,0,1.0,10.5667,81,1504,0.0511,0.54
4750,abolishes,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4751,extremely,12,0,12,0.0,0,12,0.0,0.0,12,0,1.0,0.0,0,12,0.0,0.0
4752,unreactive,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4753,enone,25,0,25,0.0,0,25,0.0,0.0,25,0,1.0,0.0,0,25,0.0,0.0
4754,pet-unk-1901c25b-1,8,2,6,0.25,2,6,0.25,1.0,8,0,1.0,4.0,2,6,0.25,1.0
4755,250nm,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4756,vla-ucb-05e51b3f-14,2,2,0,1.0,2,0,1.0,1.0,2,0,1.0,1.0,2,0,1.0,1.0
4757,z2241125877,2,2,0,1.0,2,0,1.0,1.0,2,0,1.0,1.0,2,0,1.0,1.0
4758,en300-300934,2,2,0,1.0,2,0,1.0,1.0,2,0,1.0,1.0,2,0,1.0,1.0
4759,en300-09817,2,2,0,1.0,2,0,1.0,1.0,2,0,1.0,1.0,2,0,1.0,1.0
4760,280nm,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4761,dimethylaniline,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4762,140nm,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4763,mat-pos-b3e365b9-2,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4764,260nm,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4765,greasy,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4766,super,301,65,236,0.2159,39,262,0.1296,0.6,301,0,1.0,7.7179,16,285,0.0532,0.4103
4767,chromane,103,16,87,0.1553,12,91,0.1165,0.75,103,0,1.0,8.5833,11,92,0.1068,0.9167
4768,recycled,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4769,pyrosetta,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4770,grooves,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4771,autodocvina,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4772,6m2n,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4773,met16,19,0,19,0.0,0,19,0.0,0.0,19,0,1.0,0.0,0,19,0.0,0.0
4774,autodoc,318,13,305,0.0409,8,310,0.0252,0.6154,318,0,1.0,39.75,2,316,0.0063,0.25
4775,7buy,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4776,met40,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4777,leu141,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4778,auto,3327,24,3303,0.0072,16,3311,0.0048,0.6667,3327,0,1.0,207.9375,4,3323,0.0012,0.25
4779,composed,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4780,delta,125,3,122,0.024,0,125,0.0,0.0,125,0,1.0,0.0,0,125,0.0,0.0
4781,lor-nor-30067bb9,8,7,1,0.875,7,1,0.875,1.0,8,0,1.0,1.1429,6,2,0.75,0.8571
4782,z229837880,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4783,neu-0006911,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4784,z56793418,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4785,neu-0006912,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4786,z330905748,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4787,neu-0006913,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4788,z111504232,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4789,neu-0006914,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4790,z324552784,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4791,neu-0006915,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4792,z352251436,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4793,neu-0006916,6,6,0,1.0,6,0,1.0,1.0,6,0,1.0,1.0,6,0,1.0,1.0
4794,inter,5357,276,5081,0.0515,200,5157,0.0373,0.7246,5357,0,1.0,26.785,137,5220,0.0256,0.685
4795,intra,149,3,146,0.0201,3,146,0.0201,1.0,149,0,1.0,49.6667,3,146,0.0201,1.0
4796,deviation,10,1,9,0.1,1,9,0.1,1.0,10,0,1.0,10.0,1,9,0.1,1.0
4797,00-0,55,45,10,0.8182,41,14,0.7455,0.9111,55,0,1.0,1.3415,39,16,0.7091,0.9512
4798,cyanogen,1,0,1,0.0,0,1,0.0,0.0,1,0,1.0,0.0,0,1,0.0,0.0
4799,transform,397,7,390,0.0176,2,395,0.005,0.2857,397,0,1.0,198.5,2,395,0.005,1.0
4800,pet-unk-abc197b8-1,13,0,13,0.0,0,13,0.0,0.0,13,0,1.0,0.0,0,13,0.0,0.0
4801,isolatable,6,4,2,0.6667,4,2,0.6667,1.0,6,0,1.0,1.5,4,2,0.6667,1.0
4802,mat-pos-f2460aef-1,28,1,27,0.0357,1,27,0.0357,1.0,28,0,1.0,28.0,1,27,0.0357,1.0
4803,isoquinoninyl,2,0,2,0.0,0,2,0.0,0.0,2,0,1.0,0.0,0,2,0.0,0.0
4804,furanoyl,2,1,1,0.5,1,1,0.5,1.0,2,0,1.0,2.0,1,1,0.5,1.0
4805,equipotent,64,3,61,0.0469,1,63,0.0156,0.3333,64,0,1.0,64.0,1,63,0.0156,1.0
4806,ing,13434,1898,11536,0.1413,1506,11928,0.1121,0.7935,13434,0,1.0,8.9203,950,12484,0.0707,0.6308
